Series Name,Series Code,1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Oil pipeline capacity by project status (barrels of oil equivalent per day) - Construction,CC.OIL.PSBC.CO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,120000,..,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.9,3.473436832,5.427343369,7.378530502,9.326317787,14.5,13.20889187,15.13117123,17.03308487,18.92741394,16,22.70271492,24.58838654,26.47592926,28.36799431,30.26729012,23,19.20000076,36.03565598,37.9909668,39.96610641,36,41.59999847,53.09999847,55.97640991,61.2845726,69.69999695,71.4379425,..,..,..
Account (% age 15+),account.t.d,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.34345627,..,..,74.65783691,..,..,81.56756592,..,..,..,..,..,..
"Account, income, poorest 40% (% ages 15+)",account.t.d.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.43515205,..,..,63.16889954,..,..,70.45348358,..,..,..,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,44.27733071,44.28611589,44.29490108,44.30368626,44.31247145,44.32125663,44.33004182,44.338827,44.34761219,44.35639737,44.36518256,44.37396774,44.38275293,44.39153811,44.93094845,44.94149067,44.94500474,44.94500474,44.94500474,44.94500474,44.94500474,44.94500474,44.94500474,44.81322697,46.30495133,46.33833503,46.44727132,46.84611871,47.53312015,47.03587869,47.22388165,47.56650385,47.15887128,47.84762976,47.82303124,46.47538391,46.72664019,46.48768317,47.22212461,46.86193204,47.15711424,47.12021647,47.21861054,47.42594089,47.44351126,47.53487718,47.56298977,47.58934533,47.94075271,48.00224901,48.54693046,48.72263415,48.54693046,48.54693046,48.54693046,48.54693046,48.54693046,48.54693046,48.54693046,48.54693046,..,..,..
Arable land (% of land area),AG.LND.ARBL.ZS,6.149629265,6.149629265,6.149629265,6.149629265,6.149629265,6.149629265,6.149629265,6.149629265,6.149629265,6.149629265,6.149629265,6.149629265,6.149629265,6.149629265,6.676740345,6.676740345,6.676740345,6.676740345,6.676740345,6.676740345,6.676740345,6.676740345,6.676740345,6.544962575,8.036686931,8.070070633,8.179006923,8.577854306,9.264855747,8.767614295,8.955617247,9.298239449,8.890606881,9.579365358,9.554766841,8.207119514,8.458375795,8.219418772,8.95386021,8.593667639,9.010085392,8.945075025,9.041712057,9.238500193,9.249042415,9.329866114,9.312295744,9.312295744,9.663703131,9.663703131,10.19081421,10.3665179,10.19081421,10.19081421,10.19081421,10.19081421,10.19081421,10.19081421,10.19081421,10.19081421,..,..,..
Average per capita transfer -All Social Protection and Labor (preT),per_allsp.avt_pop_preT_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.432835916,..,..,..,..,..,..,..,..,..,0.056419003,..,..,..,..,..,..,..,..
Average practical solar potential (kWh/kWp/day),CC.EG.SOLR.KW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.5042,..,..,..,..,..
Average supply of protein of animal origin (g/cap/day),CC.PRO.ANI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15,15,15.3,16,16.7,16.7,16.3,16.3,16.7,17,16.7,16,15,14.3,14.3,14.3,14.3,..,..,..,..,..
Children under 5 years of age who are stunted (% of total),CC.CUF.STUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.2,..,..,..,..,..,..,..,..,..
CO2 emissions by sector (Mt CO2 eq) - Building,CC.CO2.EMSE.BL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6,0.56,0.54,0.5,0.53,0.74,0.77,0.81,0.95,1.19,1.13,0.92,0.83,0.6,0.72,0.91,0.84,0.82,0.76,1.03,1,0.87,0.98,0.95,1.03,1.28,1.23,1.49,1.23,..,..,..,..,..
CO2 emissions by sector (Mt CO2 eq) - Bunker Fuels,CC.CO2.EMSE.BF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.03,0.87,1.16,1.32,1.74,1.6,1.68,1.61,1.63,1.58,1.62,1.56,1.7,1.71,1.82,1.88,1.99,2.19,1.88,1.89,1.81,2.22,2.2,1.83,1.79,2.1,2.07,2.23,2.31,..,..,..,..,..
CO2 emissions by sector (Mt CO2 eq) - Electricity/Heat,CC.CO2.EMSE.EH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.42,0.41,0.45,0.48,0.55,0.49,0.58,0.61,1.12,1.43,2.19,1.59,1.13,0.93,1.44,1.71,1.9,1.89,2.41,2.96,2.28,2.56,2,2.56,1.56,1.1,1.84,1.9,1.9,..,..,..,..,..
CO2 emissions by sector (Mt CO2 eq) - Energy,CC.CO2.EMSE.EN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.52,5.31,5.34,5.29,5.28,5.73,6.23,6.03,6.58,6.9,7.77,7.08,6.84,5.87,6.72,7.48,8.45,8.38,8.82,10.43,11.21,11.32,10.36,12.13,12.87,14.75,16.31,16.43,15.94,..,..,..,..,..
CO2 emissions by sector (Mt CO2 eq) - Fugitive Emissions,CC.CO2.EMSE.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..
CO2 emissions by sector (Mt CO2 eq) - Industrial Processes,CC.CO2.EMSE.IP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.62,0.58,0.62,0.58,0.59,0.64,0.74,0.61,0.58,0.58,0.46,0.53,0.59,0.66,0.71,0.84,0.85,0.99,1.09,1.28,1.43,1.71,1.77,1.97,2.16,2.34,2.47,2.47,2.47,..,..,..,..,..
CO2 emissions by sector (Mt CO2 eq) - Land-Use Change and Forestry,CC.CO2.EMSE.LU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-4.36,-4.36,-4.36,-4.36,-4.36,-4.35,-4.35,-4.35,-4.35,-4.35,-4.35,15.11,15.11,15.11,15.11,15.11,15.11,15.11,15.11,15.11,15.11,8.29,8.29,8.29,8.29,8.29,-7.62,-7.62,-7.62,..,..,..,..,..
CO2 emissions by sector (Mt CO2 eq) - Manufacturing/Construction,CC.CO2.EMSE.MC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.41,1.4,1.48,1.57,1.64,1.65,1.86,1.65,1.43,1.29,1.43,1.61,1.82,1.65,1.61,1.85,2.33,2.19,2.13,2.11,2.73,3.08,2.3,2.6,3.5,4.03,4.12,4.04,3.19,..,..,..,..,..
CO2 emissions by sector (Mt CO2 eq) - Other Fuel Combustion,CC.CO2.EMSE.OF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.39,0.18,0.31,0.36,0.29,0.27,0.32,0.28,0.35,0.29,0.29,0.28,0.25,0.2,0.2,0.13,0.14,0.21,0.15,0.13,0.16,0.15,0.13,0.15,0.21,0.19,0.21,0.3,0.33,..,..,..,..,..
CO2 emissions by sector (Mt CO2 eq) - Total excluding LUCF,CC.CO2.EMSE.EL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.14,5.89,5.95,5.86,5.87,6.37,6.97,6.64,7.16,7.49,8.23,7.61,7.42,6.53,7.43,8.33,9.3,9.37,9.91,11.71,12.64,13.03,12.13,14.1,15.03,17.09,18.77,18.89,18.4,..,..,..,..,..
CO2 emissions by sector (Mt CO2 eq) - Total including LUCF,CC.CO2.EMSE.IL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.78,1.54,1.6,1.51,1.51,2.02,2.62,2.29,2.81,3.13,3.88,22.73,22.54,21.64,22.55,23.44,24.41,24.48,25.03,26.82,27.75,21.33,20.42,22.39,23.32,25.38,11.15,11.27,10.78,..,..,..,..,..
CO2 emissions by sector (Mt CO2 eq) - Transportation,CC.CO2.EMSE.TR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.69,2.76,2.56,2.38,2.28,2.58,2.71,2.68,2.75,2.7,2.73,2.69,2.8,2.5,2.76,2.89,3.24,3.27,3.38,4.21,5.04,4.66,4.94,5.89,6.58,8.16,8.91,8.69,9.29,..,..,..,..,..
CO2 emissions per dollar of manufacturing value added (kgCO2 per constant 2010 US$),CC.EG.EMIS.MAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.39,0.43,0.49,0.42,0.39,0.43,0.51,0.46,0.44,0.44,0.54,0.57,0.43,0.45,0.59,0.65,0.65,0.61,..,..,..,..,..,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..
Comparative advantage in environmental goods (index),CC.ENV.GDS.CADV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.32433803,0.315897362,0.335909607,0.40645469,0.153677764,0.297465944,0.281903604,0.446212781,0.45836791,0.357247065,0.382528545,0.411151446,0.356139446,..,..,0.412354136,..,0.392215739,0.37934927,0.249791818,0.214095155,0.20226476,..,..,..,..
Coverage (%) -All Social Protection and Labor,per_allsp.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.57822071,..,..,..,..,..,..,..,..,..,27.40089335,..,..,..,..,..,..,..,..
Coverage in 1st quintile (poorest) (%) -All Social Protection and Labor,per_allsp.cov_q1_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.72530961,..,..,..,..,..,..,..,..,..,34.67810588,..,..,..,..,..,..,..,..
Electricity net consumption,CC.ELEC.CON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.662,1.7937,1.8364,2.20215,2.28185,2.49255,2.3422,2.3849,2.6206,2.71025,2.87963,2.998,2.994,3.28507,3.311,3.455,3.604,3.61,3.736,3.455,3.397,3.848,3.937,4.228,4.569,4.7506,5.161,5.448,5.363,5.524,6.06178,6.25486,6.5314,7.15544,7.57298,8.151,7.317,8.501,9.266554,8.243,..,..,..,..
Electricity net generation,CC.ELEC.GEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.585,1.8557,1.9084,2.31715,2.34485,2.58755,2.4422,2.5759,2.9856,3.05325,3.25563,3.395,3.392,3.57807,3.616,4.035,4.218,4.414,4.535,4.314,4.054,4.593,4.752,5.098,5.453,5.862,6.324,6.53,6.417,6.581,7.24178,7.58886,8.0274,8.70344,9.15798,9.771,9.12,10.598,11.576554,10.706,10.7923,..,..,..
Emission Totals - Direct emissions (N2O) - AFOLU,CC.DEN.AFO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.4422,24.4537,24.291,23.9808,24.2747,23.8239,22.6128,22.4642,22.4217,24.4295,22.6636,22.8448,23.5721,25.0934,26.5247,26.2568,25.3067,39.1145,39.4387,38.1359,38.5097,40.071,39.119,39.244,41.5911,40.2986,43.1729,39.5563,41.1795,47.2311,..,..,..,..
Emission Totals - Direct emissions (N2O) - Agricultural Soils,CC.DEN.AGS,12.091,12.3255,11.7705,12.6984,12.9422,13.2179,13.2632,13.3105,13.3442,14.3281,14.7107,15.1386,15.3411,15.4989,15.8066,15.6629,16.1476,17.6373,19.2737,17.5073,17.3445,19.1242,21.4006,21.8467,21.9413,22.3811,22.3044,24.139,25.0048,25.4422,24.4537,24.291,23.9808,24.2747,23.8239,22.6128,22.4642,22.4217,24.4295,22.6636,22.8448,23.5721,25.0934,26.5247,26.2568,25.3067,39.1145,39.4387,38.1359,38.5097,40.071,39.119,39.244,41.5911,40.2986,43.1729,39.5563,41.1795,47.2311,..,..,..,..
Emission Totals - Direct emissions (N2O) - Crop Residues,CC.DEN.CRE,0.2909,0.3173,0.3495,0.3559,0.3735,0.3458,0.4069,0.4605,0.4615,0.4288,0.4191,0.4522,0.5006,0.5204,0.5343,0.6254,0.6237,0.5761,0.5279,0.5047,0.4791,0.583,0.5607,0.4247,0.6105,0.6678,0.6014,0.6594,0.6765,0.611,0.6349,0.6428,0.5773,0.7234,0.7053,0.6131,0.6365,0.64,0.6733,0.6212,0.754,0.731,0.7743,0.7062,0.8422,0.902,0.806,0.6956,0.7569,0.935,0.9498,1.0618,1.043,0.9547,1.0267,0.9486,0.9134,1.1101,1.1278,..,..,..,..
Emission Totals - Direct emissions (N2O) - Emissions on agricultural land,CC.DEN.EAL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.4422,24.4537,24.291,23.9808,24.2747,23.8239,22.6128,22.4642,22.4217,24.4295,22.6636,22.8448,23.5721,25.0934,26.5247,26.2568,25.3067,39.1145,39.4387,38.1359,38.5097,40.071,39.119,39.244,41.5911,40.2986,43.1729,39.5563,41.1795,47.2311,..,..,..,..
Emission Totals - Direct emissions (N2O) - Farm-gate emissions,CC.DEN.FGE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.4422,24.4537,24.291,23.9808,24.2747,23.8239,22.6128,22.4642,22.4217,24.4295,22.6636,22.8448,23.5721,25.0934,26.5247,26.2568,25.3067,39.1145,39.4387,38.1359,38.5097,40.071,39.119,39.244,41.5911,40.2986,43.1729,39.5563,41.1795,47.2311,..,..,..,..
Emission Totals - Direct emissions (N2O) - IPCC Agriculture,CC.DEN.IPA,12.091,12.3255,11.7705,12.6984,12.9422,13.2179,13.2632,13.3105,13.3442,14.3281,14.7107,15.1386,15.3411,15.4989,15.8066,15.6629,16.1476,17.6373,19.2737,17.5073,17.3445,19.1242,21.4006,21.8467,21.9413,22.3811,22.3044,24.139,25.0048,25.4422,24.4537,24.291,23.9808,24.2747,23.8239,22.6128,22.4642,22.4217,24.4295,22.6636,22.8448,23.5721,25.0934,26.5247,26.2568,25.3067,39.1145,39.4387,38.1359,38.5097,40.071,39.119,39.244,41.5911,40.2986,43.1729,39.5563,41.1795,47.2311,..,..,..,..
Emission Totals - Direct emissions (N2O) - Manure applied to Soils,CC.DEN.SAS,0.2448,0.2486,0.2395,0.2562,0.2656,0.2698,0.262,0.2715,0.2774,0.2843,0.3017,0.3136,0.3075,0.2985,0.314,0.3079,0.3273,0.3479,0.3779,0.3444,0.3409,0.393,0.4411,0.4458,0.4611,0.5111,0.5451,0.5812,0.6048,0.6247,0.6024,0.6036,0.5932,0.5998,0.6184,0.6293,0.6328,0.632,0.6512,0.6386,0.5982,0.6124,0.7355,0.7571,0.6803,0.7661,1.0509,0.9125,0.9565,0.8866,0.9334,0.9335,0.9496,0.9674,0.9727,1.0707,0.9881,0.9906,1.0634,..,..,..,..
Emission Totals - Direct emissions (N2O) - Manure left on Pasture,CC.DEN.MLP,11.5082,11.7046,11.0664,11.9239,12.0989,12.4171,12.39,12.4088,12.3539,13.2692,13.6992,14.0823,14.2129,14.3752,14.6144,14.3773,14.7993,16.3139,18.052,16.2386,15.9431,17.7129,19.9273,20.4309,20.1075,20.4761,20.4068,21.9933,22.9487,23.435,22.3929,22.2934,22.1487,22.1532,21.9817,20.3803,20.3934,20.3168,22.2533,20.3053,20.2352,21.243,22.5141,24.0443,23.5948,22.418,36.0093,36.6823,35.3638,35.5758,36.4282,35.6847,35.2264,36.0716,36.2121,39.5892,36.3381,38.1368,43.7656,..,..,..,..
Emission Totals - Direct emissions (N2O) - Synthetic Fertilizers,CC.DEN.SFE,0.0471,0.055,0.1151,0.1624,0.2043,0.1852,0.2043,0.1697,0.2514,0.3457,0.2907,0.2907,0.3201,0.3049,0.3439,0.3523,0.3973,0.3994,0.3159,0.4196,0.5814,0.4353,0.4714,0.5453,0.7621,0.726,0.7511,0.9051,0.7747,0.7716,0.8234,0.7511,0.6616,0.7983,0.5186,0.99,0.8014,0.8329,0.8517,1.0986,1.2574,0.9857,1.0695,1.0171,1.1395,1.2205,1.2484,1.1483,1.0587,1.1124,1.7595,1.439,2.025,3.5974,2.0871,1.5644,1.3167,0.9419,1.2743,..,..,..,..
Emission Totals - Emissions (CH4) - AFOLU,CC.ECH.AFO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,662.1419,632.2369,627.3378,622.7884,624.0481,619.6776,579.2405,581.1647,589.458,632.4891,578.0697,570.9806,598.5255,641.3133,686.8896,664.5972,645.2504,1069.4732,1084.4205,1034.5725,1038.4053,1064.8854,1054.3991,1031.3528,1045.6357,1061.6042,1157.5923,1069.5327,1112.5173,1299.8974,..,..,..,..
Emission Totals - Emissions (CH4) - Burning - Crop residues,CC.ECH.BCR,2.1738,2.5691,2.8468,2.9967,3.4365,2.8784,3.4133,3.9214,3.8496,3.4522,3.2817,3.6742,4.0816,4.0896,4.092,4.4855,4.4351,4.2251,3.8489,3.8331,3.2142,3.4741,3.7245,2.8595,4.0655,4.1084,4.0791,4.1749,4.0926,3.9795,3.7949,4.0667,3.902,4.3115,4.1598,4.3083,4.3454,4.2396,4.4805,4.3135,4.671,4.5697,4.7793,3.9284,5.0772,5.3908,4.6022,4.8511,5.3778,5.746,6.0784,6.1881,6.1056,6.0414,5.9754,6.6729,5.9385,6.4485,6.2362,..,..,..,..
Emission Totals - Emissions (CH4) - Emissions on agricultural land,CC.ECH.EAL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,661.7487,631.8077,626.9278,622.3461,623.575,619.2464,578.689,577.0355,588.1741,629.4518,573.3129,571.0994,598.706,641.455,687.0766,664.6443,645.4393,1069.8242,1084.7412,1034.7805,1038.9932,1066.0151,1055.1826,1032.155,1046.015,1061.2228,1157.8181,1069.6748,1112.7428,1299.9752,..,..,..,..
Emission Totals - Emissions (CH4) - Enteric Fermentation,CC.ECH.EFE,306.9318,312.0816,295.8746,318.6732,324.161,333.071,332.447,334.286,334.2911,357.4479,369.456,379.868,382.788,386.696,393.3175,387.4315,397.801,435.1226,480.3614,433.078,426.307,472.986,531.975,550.8325,541.471,554.5599,555.2089,594.496,620.5498,633.3757,604.504,599.496,595.318,596.1416,591.9698,551.4871,550.452,549.3601,599.7948,548.2099,545.8629,572.4897,611.2382,659.9582,635.7314,618.8552,1022.8855,1041.3149,994.5959,997.2429,1022.5386,1002.5344,988.4201,1003.4157,1018.2699,1111.334,1027.3956,1067.8616,1248.0301,..,..,..,..
Emission Totals - Emissions (CH4) - Farm-gate emissions,CC.ECH.FGE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,661.7269,631.7859,626.906,622.3243,623.5532,619.2246,578.6532,577.0025,588.1193,629.4053,573.2937,571.0994,598.706,641.453,687.0725,664.6443,645.4393,1069.8117,1084.7412,1034.7805,1038.9849,1066.0151,1055.1826,1032.155,1046.015,1061.2228,1157.8181,1069.6748,1112.7428,1299.9732,..,..,..,..
Emission Totals - Emissions (CH4) - Fires in humid tropical forests,CC.ECH.FTR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0218,0.0218,0.0218,0.0218,0.0218,0.0218,0.0357,0.033,0.0548,0.0464,0.0192,0,0,0.0021,0.0041,0,0,0.0124,0,0,0.0083,0,0,0,0,0,0,0,0,0.0021,..,..,..,..
Emission Totals - Emissions (CH4) - Fires in organic soils,CC.ECH.FOS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..
Emission Totals - Emissions (CH4) - Forest fires,CC.ECH.FFR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6995,0.6995,0.6995,0.6995,0.6995,0.6995,0.8308,4.3372,1.5046,3.246,4.9261,0.0347,0.0223,0.0491,0.0165,0.1239,0.0347,0.0372,0.0619,0.1561,0.0133,0.0595,0.1561,0.0198,0.005,0.6713,0.0124,0.0396,0.0025,0.121,..,..,..,..
Emission Totals - Emissions (CH4) - IPCC Agriculture,CC.ECH.IPA,319.0943,324.7496,308.2962,331.9547,337.8264,346.4946,346.4477,348.8631,348.9352,372.4615,384.6663,395.8184,399.356,403.4421,410.198,404.6099,415.2051,453.5881,499.9003,451.2763,443.6688,491.9857,553.0952,571.6669,563.3914,576.6262,577.0092,617.5837,644.3606,661.4424,631.5374,626.6383,622.089,623.3486,618.9782,578.4096,576.8276,587.9534,629.2431,573.1437,570.9459,598.5032,641.2642,686.873,664.4733,645.2157,1069.436,1084.3585,1034.4164,1038.392,1064.826,1054.243,1031.333,1045.6307,1060.9329,1157.5799,1069.4931,1112.5148,1299.7764,..,..,..,..
Emission Totals - Emissions (CH4) - Land Use change,CC.ECH.LUC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0218,0.0218,0.0218,0.0218,0.0218,0.0218,0.0357,0.033,0.0548,0.0464,0.0192,0,0,0.0021,0.0041,0,0,0.0124,0,0,0.0083,0,0,0,0,0,0,0,0,0.0021,..,..,..,..
Emission Totals - Emissions (CH4) - LULUCF,CC.ECH.LUL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6995,0.6995,0.6995,0.6995,0.6995,0.6995,0.8308,4.3372,1.5046,3.246,4.9261,0.0347,0.0223,0.0491,0.0165,0.1239,0.0347,0.0372,0.0619,0.1561,0.0133,0.0595,0.1561,0.0198,0.005,0.6713,0.0124,0.0396,0.0025,0.121,..,..,..,..
Emission Totals - Emissions (CH4) - Manure Management,CC.ECH.MMA,9.5407,9.6928,9.202,9.9097,10.0552,10.3471,10.3893,10.4149,10.4499,11.1523,11.4855,11.7947,11.9679,12.1973,12.3472,12.2029,12.5001,13.7153,15.0811,13.6826,13.4866,14.7935,16.6041,17.1023,16.8401,16.9428,16.7062,17.9328,18.7229,19.1501,18.3197,18.1917,18.067,18.1314,18.0697,16.799,16.8187,16.8795,18.3379,16.5538,16.9027,17.7795,18.488,20.0362,19.5324,18.2867,31.7268,33.7055,31.4319,32.064,32.6548,31.922,31.6173,32.1103,32.6831,35.4946,33.4497,34.9995,41.7934,..,..,..,..
Emission Totals - Emissions (CH4) - On-farm energy use,CC.ECH.OEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.2844,0.2485,0.2677,0.2353,0.2046,0.2464,0.2436,0.1749,0.1659,0.1623,0.15,0.1535,0.2028,0.1888,0.1994,0.171,0.2236,0.3757,0.3827,0.364,0.5929,1.1891,0.9396,0.822,0.3843,0.2898,0.2382,0.1818,0.228,0.1968,..,..,..,..
Emission Totals - Emissions (CH4) - Rice Cultivation,CC.ECH.RCA,0.448,0.406,0.3728,0.3751,0.1737,0.1981,0.1981,0.2408,0.3446,0.4091,0.4431,0.4816,0.5186,0.4593,0.4414,0.49,0.469,0.525,0.609,0.6825,0.661,0.7321,0.7916,0.8725,1.0149,1.015,1.015,0.98,0.9954,0.9283,0.91,0.875,0.7931,0.7553,0.77,0.8859,0.7238,0.6047,0.926,0.9717,0.924,0.91,0.7547,0.9256,1.1158,1.6174,1.152,1.1714,1.528,1.4127,1.9624,2.0741,2.1944,1.9873,2.0607,2.0536,2.1274,1.8176,1.6443,..,..,..,..
Emission Totals - Emissions (CH4) - Savanna fires,CC.ECH.SVF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.0089,4.0089,4.0089,4.0089,4.0089,4.0089,4.9295,4.4878,16.8695,5.7039,3.0948,2.5852,2.7543,6.0041,2.0246,3.0166,1.0656,9.0695,3.3157,1.4829,1.9264,1.5919,11.5245,2.9955,2.0761,1.9438,2.0248,0.5819,1.3876,2.0724,..,..,..,..
